ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
4296,1,650,0,Trial of the Champion,,,,,,,,,,,,,,,,16712190,Defeat the bosses in the Trial of the Champion.,,,,,,,,,,,,,,,,16712190,14806,10,14,0,370,,,,,,,,,,,,,,,,,16712172,0,0
4298,1,650,0,Heroic: Trial of the Champion,,,,,,,,,,,,,,,,16712190,Defeat the bosses in the Trial of the Champion on Heroic Difficulty.,,,,,,,,,,,,,,,,16712190,14921,10,14,0,370,,,,,,,,,,,,,,,,,16712172,0,0
4535,-1,631,0,Full House (10 player),,,,,,,,,,,,,,,,16712190,Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 10-player mode.,,,,,,,,,,,,,,,,16712190,15041,10,14,0,4160,,,,,,,,,,,,,,,,,16712188,1,0
4598,-1,-1,0,The Ashen Verdict,,,,,,,,,,,,,,,,16712190,Earn exalted status with the Ashen Verdict.,,,,,,,,,,,,,,,,16712190,14866,15,14,0,1672,Title: Of the Ashen Verdict,,,,,,,,,,,,,,,,16712190,0,0
4611,-1,631,0,Full House (25 player),,,,,,,,,,,,,,,,16712190,Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 25-player mode.,,,,,,,,,,,,,,,,16712190,15042,10,14,0,4160,,,,,,,,,,,,,,,,,16712188,1,0
4725,-1,-1,0,Marwyn kills (Heroic Halls of Reflection),,,,,,,,,,,,,,,,16712190,,,,,,,,,,,,,,,,,16712188,15062,0,14,1,1,,,,,,,,,,,,,,,,,16712188,0,0
4780,-1,-1,0,Deaths in Trial of the Crusader,,,,,,,,,,,,,,,,16712190,Deaths in Trial of the Crusader,,,,,,,,,,,,,,,,16712190,125,0,14,1,1,,,,,,,,,,,,,,,,,16712188,0,0
144,-1,-1,0,The Lurker Above,,,,,,,,,,,,,,,,16712190,Fish up The Lurker Below in Serpentshrine Cavern.,,,,,,,,,,,,,,,,16712190,171,10,15,0,1734,,,,,,,,,,,,,,,,,16712174,0,0
334,-1,-1,0,Most gold ever owned,,,,,,,,,,,,,,,,16712190,Most gold ever owned,,,,,,,,,,,,,,,,16712190,140,0,15,1,4,,,,,,,,,,,,,,,,,16712174,0,0
389,-1,-1,0,Gurubashi Arena Master,,,,,,,,,,,,,,,,16712190,Loot the Arena Master trinket from the Gurubashi Arena.,,,,,,,,,,,,,,,,16712190,95,10,15,0,2977,,,,,,,,,,,,,,,,,16712174,1,0
407,-1,-1,406,High Five: 1750,,,,,,,,,,,,,,,,16712190,Earn a 1750 personal rating in the 5v5 bracket of the arena at level 80.,,,,,,,,,,,,,,,,16712190,165,10,15,0,3045,,,,,,,,,,,,,,,,,16712174,0,0
584,-1,529,0,Arathi Basin Assassin,,,,,,,,,,,,,,,,16712190,Get five honorable kills at each of the bases in a single Arathi Basin battle.,,,,,,,,,,,,,,,,16712190,14802,20,15,0,2285,,,,,,,,,,,,,,,,,16712174,0,0
642,-1,-1,0,Blackrock Depths,,,,,,,,,,,,,,,,16712190,Defeat Emperor Dagran Thaurissan.,,,,,,,,,,,,,,,,16712190,14808,10,15,0,3662,,,,,,,,,,,,,,,,,16712174,1,0
660,-1,-1,0,The Arcatraz,,,,,,,,,,,,,,,,16712190,Defeat Harbinger Skyriss.,,,,,,,,,,,,,,,,16712190,14805,10,15,0,3659,,,,,,,,,,,,,,,,,16712174,1,0
707,1,-1,0,Stormpike Battle Charger,,,,,,,,,,,,,,,,16712190,Obtain a Stormpike Battle Charger.,,,,,,,,,,,,,,,,16712190,14801,10,15,0,2827,,,,,,,,,,,,,,,,,16712174,0,0
781,-1,-1,0,Explore Stranglethorn Vale,,,,,,,,,,,,,,,,16712190,"Explore Stranglethorn Vale, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,15,0,3568,,,,,,,,,,,,,,,,,16712174,0,0
852,-1,-1,0,Explore Azshara,,,,,,,,,,,,,,,,16712190,"Explore Azshara, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,15,0,3544,,,,,,,,,,,,,,,,,16712174,0,0
915,-1,-1,0,Elders of the Alliance,,,,,,,,,,,,,,,,16712190,Honor the Elders which are located in the Alliance capital cities.,,,,,,,,,,,,,,,,16712190,160,10,15,0,2218,,,,,,,,,,,,,,,,,16712174,0,0
941,-1,-1,0,Hemet Nesingwary: The Collected Quests,,,,,,,,,,,,,,,,16712190,"Complete the Green Hills of Stranglethorn, Hills Like White Elekk and Snows of Northrend achievements.",,,,,,,,,,,,,,,,16712190,96,10,15,0,2926,,,,,,,,,,,,,,,,,16712174,0,0
953,-1,-1,0,Guardian of Cenarius,,,,,,,,,,,,,,,,16712190,Earn exalted status with the Cenarion Circle and Cenarion Expedition.,,,,,,,,,,,,,,,,16712190,201,25,15,0,553,Title Reward: Guardian of Cenarius,,,,,,,,,,,,,,,,16712190,0,0
960,-1,-1,0,The Violet Eye,,,,,,,,,,,,,,,,16712190,Earn exalted status with The Violet Eye.,,,,,,,,,,,,,,,,16712190,14865,10,15,0,1487,,,,,,,,,,,,,,,,,16712174,0,0
961,-1,-1,0,Honorary Frenzyheart,,,,,,,,,,,,,,,,16712190,Complete the 8 daily quests for the Frenzyheart listed below.,,,,,,,,,,,,,,,,16712190,14863,10,15,0,3477,,,,,,,,,,,,,,,,,16712174,0,0
967,0,-1,0,Tricks and Treats of Eastern Kingdoms,,,,,,,,,,,,,,,,16712190,Visit the Candy Buckets in Eastern Kingdoms.,,,,,,,,,,,,,,,,16712190,158,10,15,0,2951,,,,,,,,,,,,,,,,,16712174,0,0
1036,0,-1,0,The Fires of Azeroth,,,,,,,,,,,,,,,,16712190,"Complete the Flame Keeper of Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16712190,161,10,15,0,12,,,,,,,,,,,,,,,,,16712174,0,0
1082,-1,585,0,Kael'thas Sunstrider kills (Magister's Terrace),,,,,,,,,,,,,,,,16712190,Kael'thas Sunstrider kills (Magister's Terrace),,,,,,,,,,,,,,,,16712190,14822,5,15,1,2787,,,,,,,,,,,,,,,,,16712174,0,0
1180,-1,-1,1178,Got My Mind On My Money,,,,,,,,,,,,,,,,16712190,"Loot 10,000 gold.",,,,,,,,,,,,,,,,16712190,92,10,15,0,2993,,,,,,,,,,,,,,,,,16712174,0,0
1188,-1,-1,0,Shafted!,,,,,,,,,,,,,,,,16712190,Shoot 10 players with the Silver Shafted Arrow.,,,,,,,,,,,,,,,,16712190,187,10,15,0,288,,,,,,,,,,,,,,,,,16712174,0,0
1237,-1,599,0,Sjonnir the Ironshaper kills (Halls of Stone),,,,,,,,,,,,,,,,16712190,Sjonnir the Ironshaper kills (Halls of Stone),,,,,,,,,,,,,,,,16712190,14823,5,15,1,2325,,,,,,,,,,,,,,,,,2113864174,0,0
1251,0,489,0,Not In My House,,,,,,,,,,,,,,,,16712190,"In a single Warsong Gulch battle, kill 2 flag carriers before they leave the Warsong Flag Room.",,,,,,,,,,,,,,,,16712190,14804,10,15,0,3583,,,,,,,,,,,,,,,,,2113864174,0,0
1274,0,-1,0,Loremaster of Outland,,,,,,,,,,,,,,,,16712190,Complete the Outland quest achievements listed below.,,,,,,,,,,,,,,,,16712190,14862,10,15,0,3492,,,,,,,,,,,,,,,,,2113864174,0,0
1306,-1,-1,0,Different flasks consumed,,,,,,,,,,,,,,,,16712190,Different flasks consumed,,,,,,,,,,,,,,,,16712190,145,0,15,33,1,,,,,,,,,,,,,,,,,4278125036,0,811
1407,-1,-1,0,Realm First! Level 80 Dwarf,,,,,,,,,,,,,,,,16712190,First dwarf on the realm to achieve level 80.,,,,,,,,,,,,,,,,16712190,81,0,15,256,3286,,,,,,,,,,,,,,,,,16712174,0,0
1545,-1,-1,0,Ring of Valor matches,,,,,,,,,,,,,,,,16712190,Ring of Valor matches,,,,,,,,,,,,,,,,16712190,152,0,15,1,4,,,,,,,,,,,,,,,,,2080309740,0,0
1738,-1,-1,0,Jewelcrafting Designs learned,,,,,,,,,,,,,,,,16712190,Jewelcrafting Designs learned,,,,,,,,,,,,,,,,16712190,173,0,15,1,4,,,,,,,,,,,,,,,,,2113864172,0,0
1766,-1,607,0,Ancient Protector,,,,,,,,,,,,,,,,16712190,Kill 10 players in the Courtyard of the Ancients in a single battle.,,,,,,,,,,,,,,,,16712190,14881,10,15,0,2957,,,,,,,,,,,,,,,,,2130641388,0,0
1770,-1,-1,0,Lich King 10-player bosses killed,,,,,,,,,,,,,,,,16712190,Lich King 10-player bosses killed,,,,,,,,,,,,,,,,16712190,14807,0,15,9,1,,,,,,,,,,,,,,,,,2113864172,0,0
2001,-1,-1,2000,50 Dalaran Cooking Awards,,,,,,,,,,,,,,,,16712190,Obtain 50 Dalaran Cooking Awards.,,,,,,,,,,,,,,,,16712190,170,10,15,0,2468,,,,,,,,,,,,,,,,,2130641388,0,0
2089,-1,-1,2088,1000 Stone Keeper's Shards,,,,,,,,,,,,,,,,16712190,Loot 1000 Stone Keeper's Shards.,,,,,,,,,,,,,,,,16712190,14901,10,15,0,3448,,,,,,,,,,,,,,,,,2113864172,0,0
2178,-1,533,0,Shocking! (10 player),,,,,,,,,,,,,,,,16712190,Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.,,,,,,,,,,,,,,,,16712190,14922,10,15,0,1886,,,,,,,,,,,,,,,,,2080309740,0,0
2179,-1,533,0,Shocking! (25 player),,,,,,,,,,,,,,,,16712190,Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.,,,,,,,,,,,,,,,,16712190,14923,10,15,0,1886,,,,,,,,,,,,,,,,,2080309740,0,0
2781,1,-1,0,Champion of Stormwind,,,,,,,,,,,,,,,,16712190,Earn the right to represent Stormwind in the Argent Tournament.,,,,,,,,,,,,,,,,16712190,14941,10,15,0,3800,,,,,,,,,,,,,,,,,2080309740,0,0
2872,-1,603,0,Flame Leviathan kills (Ulduar 25 player),,,,,,,,,,,,,,,,16712190,Flame Leviathan kills (Ulduar 25 player),,,,,,,,,,,,,,,,16712190,14963,10,15,1,1700,,,,,,,,,,,,,,,,,2113864172,0,0
2919,-1,603,0,A Quick Shave (10 player),,,,,,,,,,,,,,,,16712190,Defeat Razorscale without allowing her to fly into the air more than once in 10-player mode.,,,,,,,,,,,,,,,,16712190,14961,10,15,0,3851,,,,,,,,,,,,,,,,,2080309740,0,0
2921,-1,603,0,A Quick Shave (25 player),,,,,,,,,,,,,,,,16712190,Defeat Razorscale without allowing her to fly into the air more than once in 25-player mode.,,,,,,,,,,,,,,,,16712190,14962,10,15,0,3851,,,,,,,,,,,,,,,,,2080309740,0,0
3478,1,-1,0,Pilgrim,,,,,,,,,,,,,,,,16712190,Complete the Pilgrim's Bounty achievements listed below.,,,,,,,,,,,,,,,,16712190,155,10,15,0,3936,Reward: Pilgrim Title & Plump Turkey Pet,,,,,,,,,,,,,,,,16712190,0,0
3856,1,-1,0,Demolition Derby,,,,,,,,,,,,,,,,16712190,Destroy the following vehicles in Isle of Conquest,,,,,,,,,,,,,,,,16712190,15003,10,15,0,2306,,,,,,,,,,,,,,,,,16718845,0,0
3876,-1,-1,3844,1500 Dungeon & Raid Emblems,,,,,,,,,,,,,,,,16712190,"Loot 1500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,16712190,168,10,15,136,1950,,,,,,,,,,,,,,,,,16718845,0,0
4026,-1,-1,0,The Black Knight kills (Trial of the Champion),,,,,,,,,,,,,,,,16712190,The Black Knight kills (Trial of the Champion),,,,,,,,,,,,,,,,16712190,15021,0,15,1,1,,,,,,,,,,,,,,,,,16712172,0,0
4096,-1,628,0,Isle of Conquest battles,,,,,,,,,,,,,,,,16712190,Isle of Conquest battles,,,,,,,,,,,,,,,,16712190,153,0,15,1,1,,,,,,,,,,,,,,,,,16712172,0,0
4436,1,-1,0,BB King,,,,,,,,,,,,,,,,16712190,Pelt the enemy leaders listed below.,,,,,,,,,,,,,,,,16712190,156,10,15,0,393,,,,,,,,,,,,,,,,,16712172,0,0
4516,-1,632,0,The Forge of Souls,,,,,,,,,,,,,,,,16712190,Defeat the bosses in The Forge of Souls,,,,,,,,,,,,,,,,16712190,14806,10,15,0,4149,,,,,,,,,,,,,,,,,16712172,0,0
4519,-1,632,0,Heroic: The Forge of Souls,,,,,,,,,,,,,,,,16712190,Defeat the bosses in The Forge of Souls on Heroic difficulty,,,,,,,,,,,,,,,,16712190,14921,10,15,0,4149,,,,,,,,,,,,,,,,,16712172,0,0
4536,-1,631,0,I'm on a Boat (10 player),,,,,,,,,,,,,,,,16712190,Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than twice in 10-player mode.,,,,,,,,,,,,,,,,16712190,15041,10,15,0,4145,,,,,,,,,,,,,,,,,16712172,1,0
4612,-1,631,0,I'm on a Boat (25 player),,,,,,,,,,,,,,,,16712190,Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than once in 25-player mode.,,,,,,,,,,,,,,,,16712190,15042,10,15,0,4145,,,,,,,,,,,,,,,,,16712188,1,0
4726,-1,-1,0,Lich King escapes (Halls of Reflection),,,,,,,,,,,,,,,,16712190,,,,,,,,,,,,,,,,,16712188,15062,0,15,1,1,,,,,,,,,,,,,,,,,16712188,0,0
4777,-1,-1,0,Isle of Conquest Killing Blows,,,,,,,,,,,,,,,,16712190,Isle of Conquest Killing Blows,,,,,,,,,,,,,,,,16712190,137,0,15,1,1,,,,,,,,,,,,,,,,,16712188,0,0
4779,-1,-1,0,Isle of Conquest Honorable Kills,,,,,,,,,,,,,,,,16712190,Isle of Conquest Honorable Kills,,,,,,,,,,,,,,,,16712190,136,0,15,1,1,,,,,,,,,,,,,,,,,16712188,0,0
4781,-1,-1,0,Deaths in Icecrown Citadel,,,,,,,,,,,,,,,,16712190,Deaths in Icecrown Citadel,,,,,,,,,,,,,,,,16712190,125,0,15,1,1,,,,,,,,,,,,,,,,,16712188,0,0
202,1,489,0,Quick Cap,,,,,,,,,,,,,,,,16712190,Grab the flag and capture it in under 75 seconds.,,,,,,,,,,,,,,,,16712190,14804,10,16,0,3483,,,,,,,,,,,,,,,,,16712174,0,0
346,-1,-1,0,Beverages consumed,,,,,,,,,,,,,,,,16712190,Beverages consumed,,,,,,,,,,,,,,,,16712190,145,0,16,9,4,,,,,,,,,,,,,,,,,16712174,0,0
396,-1,-1,0,Gurubashi Arena Grand Master,,,,,,,,,,,,,,,,16712190,Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.,,,,,,,,,,,,,,,,16712190,95,10,16,0,2555,,,,,,,,,,,,,,,,,16712174,1,0
404,-1,-1,407,High Five: 2000,,,,,,,,,,,,,,,,16712190,Earn a 2000 personal rating in the 5v5 bracket of the arena at level 80.,,,,,,,,,,,,,,,,16712190,165,10,16,0,3044,,,,,,,,,,,,,,,,,16712174,0,0
643,-1,-1,0,Lower Blackrock Spire,,,,,,,,,,,,,,,,16712190,Defeat Overlord Wyrmthalak.,,,,,,,,,,,,,,,,16712190,14808,10,16,0,3650,,,,,,,,,,,,,,,,,16712174,1,0
661,-1,-1,0,Magister's Terrace,,,,,,,,,,,,,,,,16712190,Defeat Kael'thas Sunstrider.,,,,,,,,,,,,,,,,16712190,14805,10,16,0,3665,,,,,,,,,,,,,,,,,16712174,1,0
708,0,-1,0,Hero of the Frostwolf Clan,,,,,,,,,,,,,,,,16712190,Gain exalted reputation with the Frostwolf Clan.,,,,,,,,,,,,,,,,16712190,14801,10,16,0,2828,,,,,,,,,,,,,,,,,16712174,0,0
760,-1,-1,0,Explore Alterac Mountains,,,,,,,,,,,,,,,,16712190,"Explore Alterac Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,16,0,3541,,,,,,,,,,,,,,,,,16712174,0,0
853,-1,-1,0,Explore Felwood,,,,,,,,,,,,,,,,16712190,"Explore Felwood, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,16,0,3538,,,,,,,,,,,,,,,,,16712174,0,0
905,-1,-1,0,Old Man Barlowned,,,,,,,,,,,,,,,,16712190,Complete each of Old Man Barlo's 5 fishing daily quests listed below.,,,,,,,,,,,,,,,,16712190,171,10,16,0,3693,,,,,,,,,,,,,,,,,16712174,0,0
962,-1,-1,0,Savior of the Oracles,,,,,,,,,,,,,,,,16712190,Complete the 8 daily quests for the Oracles listed below.,,,,,,,,,,,,,,,,16712190,14863,10,16,0,3478,,,,,,,,,,,,,,,,,16712174,0,0
968,0,-1,0,Tricks and Treats of Outland,,,,,,,,,,,,,,,,16712190,Visit the Candy Buckets in Outland.,,,,,,,,,,,,,,,,16712190,158,10,16,0,2952,,,,,,,,,,,,,,,,,16712174,0,0
1031,0,-1,0,Extinguishing Eastern Kingdoms,,,,,,,,,,,,,,,,16712190,Desecrate the Alliance's bonfires in Eastern Kingdoms.,,,,,,,,,,,,,,,,16712190,161,10,16,0,1920,,,,,,,,,,,,,,,,,16712174,0,0
1083,-1,532,0,Prince Malchezaar kills (Karazhan),,,,,,,,,,,,,,,,16712190,Prince Malchezaar kills (Karazhan),,,,,,,,,,,,,,,,16712190,14822,5,16,1,2294,,,,,,,,,,,,,,,,,16712174,0,0
1169,1,-1,0,Master of Arathi Basin,,,,,,,,,,,,,,,,16712190,Complete the Arathi Basin achievements listed below.,,,,,,,,,,,,,,,,16712190,14802,25,16,0,1156,,,,,,,,,,,,,,,,,16712174,0,0
1181,-1,-1,1180,Got My Mind On My Money,,,,,,,,,,,,,,,,16712190,"Loot 25,000 gold.",,,,,,,,,,,,,,,,16712190,92,10,16,0,2801,,,,,,,,,,,,,,,,,16712174,0,0
1408,-1,-1,0,Realm First! Level 80 Human,,,,,,,,,,,,,,,,16712190,First human on the realm to achieve level 80.,,,,,,,,,,,,,,,,16712190,81,0,16,256,3325,,,,,,,,,,,,,,,,,16712174,0,0
1511,-1,599,0,Sjonnir the Ironshaper kills (Heroic Halls of Stone),,,,,,,,,,,,,,,,16712190,Sjonnir the Ironshaper kills (Heroic Halls of Stone),,,,,,,,,,,,,,,,16712190,14823,5,16,1,2325,,,,,,,,,,,,,,,,,2130641388,0,0
1546,-1,-1,0,Ring of Valor victories,,,,,,,,,,,,,,,,16712190,Ring of Valor victories,,,,,,,,,,,,,,,,16712190,152,0,16,1,4,,,,,,,,,,,,,,,,,2080309740,0,0
1576,-1,-1,0,Of Blood and Anguish,,,,,,,,,,,,,,,,16712190,Complete the Ring of Blood quests in Nagrand and the Ampitheater of Anguish quests in Zul'Drak.,,,,,,,,,,,,,,,,16712190,96,10,16,0,1599,,,,,,,,,,,,,,,,,2113864172,0,0
1638,-1,-1,0,Skyshattered,,,,,,,,,,,,,,,,16712190,Defeat Captain Skyshatter in the Dragonmaw race on Netherwing Ledge.,,,,,,,,,,,,,,,,16712190,14865,10,16,0,1928,,,,,,,,,,,,,,,,,2113864172,0,0
1702,-1,-1,0,Sweet Tooth,,,,,,,,,,,,,,,,16712190,Sample the Love is in the Air candies listed below.,,,,,,,,,,,,,,,,16712190,187,10,16,0,1855,,,,,,,,,,,,,,,,,2080309740,0,0
1722,-1,624,0,Archavon the Stone Watcher (10 player),,,,,,,,,,,,,,,,16712190,Defeat Archavon the Stone Watcher in 10 player mode.,,,,,,,,,,,,,,,,16712190,14901,10,16,0,2351,,,,,,,,,,,,,,,,,2130641388,0,0
1771,-1,-1,0,Lich King 10-player different bosses killed,,,,,,,,,,,,,,,,16712190,Lich King 10-player different bosses killed,,,,,,,,,,,,,,,,16712190,14807,0,16,33,1,,,,,,,,,,,,,,,,,2113864172,0,1770
1977,-1,-1,0,Dalaran Jewelcrafter's Tokens gained,,,,,,,,,,,,,,,,16712190,Dalaran Jewelcrafter's Tokens gained,,,,,,,,,,,,,,,,16712190,173,0,16,1,1,,,,,,,,,,,,,,,,,2130641388,0,0
2002,-1,-1,2001,100 Dalaran Cooking Awards,,,,,,,,,,,,,,,,16712190,Obtain 100 Dalaran Cooking Awards.,,,,,,,,,,,,,,,,16712190,170,10,16,0,2468,,,,,,,,,,,,,,,,,2130641388,0,0
2180,-1,533,0,Subtraction (10 player),,,,,,,,,,,,,,,,16712190,Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.,,,,,,,,,,,,,,,,16712190,14922,10,16,0,1885,,,,,,,,,,,,,,,,,2080309740,0,0
2181,-1,533,0,Subtraction (25 player),,,,,,,,,,,,,,,,16712190,Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.,,,,,,,,,,,,,,,,16712190,14923,10,16,0,1885,,,,,,,,,,,,,,,,,2080309740,0,0
2191,-1,607,0,Ancient Courtyard Protector,,,,,,,,,,,,,,,,16712190,Kill 100 players in the Courtyard of the Ancients.,,,,,,,,,,,,,,,,16712190,14881,10,16,0,856,,,,,,,,,,,,,,,,,2130641388,0,0
2764,1,-1,2781,Exalted Champion of Stormwind,,,,,,,,,,,,,,,,16712190,Earn exalted status with and the right to represent Stormwind in the Argent Tournament.,,,,,,,,,,,,,,,,16712190,14941,10,16,0,3800,Title Reward: of Stormwind,,,,,,,,,,,,,,,,16712190,0,0
2873,-1,603,0,Razorscale kills (Ulduar 25 player),,,,,,,,,,,,,,,,16712190,Razorscale kills (Ulduar 25 player),,,,,,,,,,,,,,,,16712190,14963,10,16,1,1700,,,,,,,,,,,,,,,,,2113864172,0,0
2923,-1,603,0,"Iron Dwarf, Medium Rare (10 player)",,,,,,,,,,,,,,,,16712190,Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 10-player mode.,,,,,,,,,,,,,,,,16712190,14961,10,16,0,3853,,,,,,,,,,,,,,,,,2080309740,0,0
2924,-1,603,0,"Iron Dwarf, Medium Rare (25 player)",,,,,,,,,,,,,,,,16712190,Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 25-player mode.,,,,,,,,,,,,,,,,16712190,14962,10,16,0,3853,,,,,,,,,,,,,,,,,2080309740,0,0
3656,0,-1,0,Pilgrim,,,,,,,,,,,,,,,,16712190,Complete the Pilgrim's Bounty achievements listed below.,,,,,,,,,,,,,,,,16712190,155,10,16,0,3936,Reward: Pilgrim Title & Plump Turkey Pet,,,,,,,,,,,,,,,,16712190,0,0
4027,-1,-1,0,The Black Knight kills (Heroic Trial of the Champion),,,,,,,,,,,,,,,,16712190,The Black Knight kills (Heroic Trial of the Champion),,,,,,,,,,,,,,,,16712190,15021,0,16,1,1,,,,,,,,,,,,,,,,,16712172,0,0
4097,-1,-1,0,Isle of Conquest victories,,,,,,,,,,,,,,,,16712190,Isle of Conquest victories,,,,,,,,,,,,,,,,16712190,153,0,16,1,4,,,,,,,,,,,,,,,,,16712172,0,0
4256,0,-1,0,Demolition Derby,,,,,,,,,,,,,,,,16712190,Destroy the following vehicles in Isle of Conquest,,,,,,,,,,,,,,,,16712190,15003,10,16,0,2306,,,,,,,,,,,,,,,,,16712172,0,0
4316,-1,-1,3876,2500 Dungeon & Raid Emblems,,,,,,,,,,,,,,,,16712190,"Loot 2500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,16712190,168,10,16,136,1950,,,,,,,,,,,,,,,,,16712188,0,0
4437,0,-1,0,BB King,,,,,,,,,,,,,,,,16712190,Pelt the enemy leaders listed below.,,,,,,,,,,,,,,,,16712190,156,10,16,0,393,,,,,,,,,,,,,,,,,16712172,0,0
4517,-1,658,0,The Pit of Saron,,,,,,,,,,,,,,,,16712190,Defeat the bosses in The Pit of Saron.,,,,,,,,,,,,,,,,16712190,14806,10,16,0,4150,,,,,,,,,,,,,,,,,16712172,0,0
4520,-1,658,0,Heroic: The Pit of Saron,,,,,,,,,,,,,,,,16712190,Defeat the bosses in The Pit of Saron on Heroic difficulty.,,,,,,,,,,,,,,,,16712190,14921,10,16,0,4150,,,,,,,,,,,,,,,,,16712172,0,0
4537,-1,631,0,I've Gone and Made a Mess (10 player),,,,,,,,,,,,,,,,16712190,Defeat the Deathbringer before Mark of the Fallen Champion is cast three times in 10-player mode.,,,,,,,,,,,,,,,,16712190,15041,10,16,0,4161,,,,,,,,,,,,,,,,,16712172,1,0
4613,-1,631,0,I've Gone and Made a Mess (25 player),,,,,,,,,,,,,,,,16712190,Defeat the Deathbringer before Mark of the Fallen Champion is cast five times in 25-player mode.,,,,,,,,,,,,,,,,16712190,15042,10,16,0,4161,,,,,,,,,,,,,,,,,16712172,1,0
4727,-1,-1,0,Lich King escapes (Heroic Halls of Reflection),,,,,,,,,,,,,,,,16712190,,,,,,,,,,,,,,,,,16712188,15062,0,16,1,1,,,,,,,,,,,,,,,,,16712188,0,0
99,-1,-1,0,Ruins of Lordaeron matches,,,,,,,,,,,,,,,,16712190,Ruins of Lordaeron matches,,,,,,,,,,,,,,,,16712190,152,0,17,1,4,,,,,,,,,,,,,,,,,16712174,0,0
388,1,-1,0,City Defender,,,,,,,,,,,,,,,,16712190,Kill 50 enemy players in any of your home cities.,,,,,,,,,,,,,,,,16712190,95,10,17,136,3574,,,,,,,,,,,,,,,,,16712174,0,0
393,-1,-1,0,Alterac Valley towers defended,,,,,,,,,,,,,,,,16712190,Alterac Valley towers defended,,,,,,,,,,,,,,,,16712190,153,0,17,1,1243604,,,,,,,,,,,,,,,,,16712174,0,0
667,-1,543,0,Heroic: Hellfire Ramparts,,,,,,,,,,,,,,,,16712190,Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.,,,,,,,,,,,,,,,,16712190,14805,10,17,0,3680,,,,,,,,,,,,,,,,,16712174,0,0
709,1,-1,0,Hero of the Stormpike Guard,,,,,,,,,,,,,,,,16712190,Gain exalted reputation with the Stormpike Guard.,,,,,,,,,,,,,,,,16712190,14801,10,17,0,2829,,,,,,,,,,,,,,,,,16712174,0,0
761,-1,-1,0,Explore Arathi Highlands,,,,,,,,,,,,,,,,16712190,"Explore Arathi Highlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,17,0,3542,,,,,,,,,,,,,,,,,16712174,0,0
854,-1,-1,0,Explore Un'Goro Crater,,,,,,,,,,,,,,,,16712190,"Explore Un'Goro Crater, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,17,0,3588,,,,,,,,,,,,,,,,,16712174,0,0
891,-1,-1,0,Giddy Up!,,,,,,,,,,,,,,,,16712190,Learn the apprentice riding skill.,,,,,,,,,,,,,,,,16712190,92,10,17,0,1176,,,,,,,,,,,,,,,,,16712174,0,0
938,-1,-1,0,The Snows of Northrend,,,,,,,,,,,,,,,,16712190,Complete all of Hemet Nesingwary quests in Northrend up to and including Post-partum Aggression.,,,,,,,,,,,,,,,,16712190,14863,10,17,0,1581,,,,,,,,,,,,,,,,,16712174,0,0
